product_name,product_url,image_url,price,category,is_in_stock,measurements
Fever Tree Premium Indian Tonic Water – 200ml,https://greenspoon.co.ke/product/fever-tree-premium-indian-tonic-water-200ml/,https://greenspoon.co.ke/wp-content/uploads/2025/05/3J2A8204-720x480.jpg,KShs 269,Drinks,true,200ml
Fanta Passion PET Bottle,https://greenspoon.co.ke/product/fanta-passion-pet-bottle/,https://greenspoon.co.ke/wp-content/uploads/2024/06/Greenspoon-fanta-passion-1-of-1-720x480.jpg,KShs 189,Drinks,true,
Oatly No Sugar Milk – 1L,https://greenspoon.co.ke/product/oatly-no-sugar-milk-1l/,https://greenspoon.co.ke/wp-content/uploads/2025/06/3J2A9300-2-720x480.jpg,KShs 739,Dairy,true,1L
Brookside Lactose Free Long Life Milk – 1L,https://greenspoon.co.ke/product/brookside-lactose-free-long-life-milk-1l/,https://greenspoon.co.ke/wp-content/uploads/2024/06/Greenspoon-brookside-lactose-free-1L-1-of-1-720x480.jpg,KShs 159,Dairy,true,1L
Bio Maziwa Lala – 1L,https://greenspoon.co.ke/product/bio-maziwa-lala-1l/,https://greenspoon.co.ke/wp-content/uploads/2022/08/Greenspoon-Maziwa-Lala-1L-Bio-720x480.jpg,KShs 229,Dairy,true,1L
Lurpak Salted Butter – 200g,https://greenspoon.co.ke/product/lurpak-salted-butter-200g/,https://greenspoon.co.ke/wp-content/uploads/2024/09/greenspoon_Lupak_butter_200g-9510-720x480.jpg,KShs 869,Dairy,true,200g
Brookside Dairy Best Long-Life Milk – 500ml 12 Pieces (Carton),https://greenspoon.co.ke/product/brookside-dairy-best-long-life-milk-12-pieces-500ml/,https://greenspoon.co.ke/wp-content/uploads/2024/06/3J2A9343-720x480.jpg,KShs 698,Dairy,true,Life Milk – 500ml 12 Pieces (Carton)
Sirimon Ghee – 1Kg,https://greenspoon.co.ke/product/sirimon-ghee-1kg/,https://greenspoon.co.ke/wp-content/uploads/2022/05/Greenspoon-Ghee-Sirimon-720x480.jpg,"KShs 1,198",Dairy,true,1Kg
Lurpak Unsalted Butter,https://greenspoon.co.ke/product/lurpak-unsalted-butter/,https://greenspoon.co.ke/wp-content/uploads/2024/04/GREENSPOON-LURPAK-UNSALTED-BUTTER-400G-1-of-1-1.jpg,"KShs 1,639",Dairy,true,
Bio Lactose Free Milk – 500ml,https://greenspoon.co.ke/product/lactose-free-milk/,https://greenspoon.co.ke/wp-content/uploads/2019/02/Greenspoon-Lactose-Free-Long-Life-Milk-Bio-720x480.jpg,KShs 149,Dairy,true,500ml
Brookside Superfine Ghee,https://greenspoon.co.ke/product/brookside-superfine-ghee/,https://greenspoon.co.ke/wp-content/uploads/2024/07/Greenspoon-brookside-ghee-1kg-2-of-1-720x480.jpg,"KShs 1,079",Dairy,true,
Brookside Whole Milk TCA Long Life – 200ml,https://greenspoon.co.ke/product/brookside-whole-milk-tca-long-life-200ml/,https://greenspoon.co.ke/wp-content/uploads/2024/07/greenspoon-brookside-1-of-1-720x480.jpg,KShs 39,Dairy,true,200ml
Brookside Low Fat Long Life Milk,https://greenspoon.co.ke/product/brookside-low-fat-long-life-milk/,https://greenspoon.co.ke/wp-content/uploads/2024/06/greenspoon-brookside-low-fat-milk-1-of-1-2-720x480.jpg,KShs 39,Dairy,true,
Lurpak Slightly Salted Spreadable – 250g,https://greenspoon.co.ke/product/lurpak-salted-spreadable-250g/,https://greenspoon.co.ke/wp-content/uploads/2024/10/greenspoon_Lupak_spreadable_slightly_salted_250g-9491-720x480.jpg,KShs 798,Dairy,true,250g
Lurpak Unsalted Spreadable Butter – 250g,https://greenspoon.co.ke/product/lurpak-unsalted-spreadable-250g/,https://greenspoon.co.ke/wp-content/uploads/2024/04/GREENSPOON-lurpak-spreadable-250g-1-of-1-2.jpg,KShs 869,Dairy,true,250g
Tuzo Long Life Whole Milk UHT – 500ml,https://greenspoon.co.ke/product/tuzo-long-life-whole-milk-uht-500ml/,https://greenspoon.co.ke/wp-content/uploads/2025/05/3J2A8142-3-720x480.jpg,KShs 59,Dairy,true,500ml
Brookside Sweetened Maziwa Lala,https://greenspoon.co.ke/product/brookside-sweetened-maziwa-lala/,https://greenspoon.co.ke/wp-content/uploads/2024/06/Greenspoon-brookside-maziwa-lala-1-of-1-720x480.jpg,KShs 179,Dairy,true,
Emborg UHT Whipping Cream,https://greenspoon.co.ke/product/emborg-uht-whipping-cream/,https://greenspoon.co.ke/wp-content/uploads/2024/06/Greenspoon-emborg-whipping-cream-1l-1-of-1-2-720x480.jpg,KShs 659,Dairy,true,
Tuzo Whole Milk TCA Long Life – 200ml,https://greenspoon.co.ke/product/brookside-dairy-fresh-assorted-flavoured-milk-250ml-x-6-pack/,https://greenspoon.co.ke/wp-content/uploads/2024/06/3J2A8037-3-720x480.jpg,KShs 39,Dairy,true,200ml
Brookside Full Cream Milk Powder Tin,https://greenspoon.co.ke/product/brookside-full-cream-milk-powder-tin/,https://greenspoon.co.ke/wp-content/uploads/2024/07/Greenspoon-brookside-full-cream-milk-powder-400g-1-of-1-720x480.jpg,KShs 579,Dairy,true,
Brookside Long Life Disney White Milk – 200ml,https://greenspoon.co.ke/product/brookside-long-life-disney-white-milk-200ml/,https://greenspoon.co.ke/wp-content/uploads/2024/06/Greenspoon-brookside-whole-milk-200ml-1-of-1-720x480.jpg,KShs 49,Dairy,true,200ml
Aptamil Infant Formula Milk Powder Stage 1,https://greenspoon.co.ke/product/aptamil-infant-formula-milk-powder-stage-1/,https://greenspoon.co.ke/wp-content/uploads/2024/07/Greenspoon-aptamil-0-6-months-800g-2-of-1-720x480.jpg,"KShs 3,898",Baby,true,
Bio Assorted Flavour Pack – (6 Cups X 90ml),https://greenspoon.co.ke/product/bio-assorted-flavour-pack-6-cups-x-90ml/,https://greenspoon.co.ke/wp-content/uploads/2025/09/3J2A6364-720x480.jpg,KShs 449,Dairy,true,(6 Cups X 90ml)
Zesta Eggless Mayonnaise – 340g,https://greenspoon.co.ke/product/zesta-eggless-mayonnaise-340g/,https://greenspoon.co.ke/wp-content/uploads/2025/09/3J2A6148-2-720x480.jpg,KShs 229,Dairy,true,340g
Brown’s Fresh Organic Farm Milk – 1L,https://greenspoon.co.ke/product/browns-fresh-organic-farm-milk-1l/,https://greenspoon.co.ke/wp-content/uploads/2025/09/3J2A6152-720x480.jpg,KShs 469,Dairy,true,1L
Brookside Lactose Free Long Life Milk – 500ml,https://greenspoon.co.ke/product/brookside-lactose-free-long-life-milk-500ml/,https://greenspoon.co.ke/wp-content/uploads/2025/08/3J2A1969-720x480.jpg,KShs 79,Dairy,true,500ml
Molo Milk Full Cream UHT Milk – 12 Pieces (Carton) 500ml,https://greenspoon.co.ke/product/molo-milk-full-cream-uht-milk-12-pieces-carton-500ml/,https://greenspoon.co.ke/wp-content/uploads/2025/08/3J2A1694-720x480.jpg,KShs 898,Dairy,true,12 Pieces (Carton) 500ml
Tuzo Long Life Whole Milk UHT – 12 Pieces (Carton) 500ml,https://greenspoon.co.ke/product/tuzo-long-life-whole-milk-uht-12-pieces-carton-500ml/,https://greenspoon.co.ke/wp-content/uploads/2025/07/3J2A1302-720x480.jpg,KShs 698,Dairy,true,12 Pieces (Carton) 500ml
Lato Nonna Gold Infant Growing-Up Formula (1 – 3 Years),https://greenspoon.co.ke/product/lato-nonna-gold-growing-up-formula-1-3-years/,https://greenspoon.co.ke/wp-content/uploads/2025/05/3J2A7703-3-720x480.jpg,"KShs 1,419",Dairy,true,Up Formula (1 – 3 Years)
Brookside Long Life Whole Milk,https://greenspoon.co.ke/product/brookside-long-life-whole-milk/,https://greenspoon.co.ke/wp-content/uploads/2024/06/Greenspoon-Brookside-uht-milk-1L-1-of-1-2-720x480.jpg,KShs 49,Dairy,true,
Brown’s Salted Butter – 500g,https://greenspoon.co.ke/product/browns-salted-butter-500g/,https://greenspoon.co.ke/wp-content/uploads/2017/10/Greenspoon-Kenya-Handcrafted-Butter-with-Sea-Salt-Browns-720x480.jpg,"KShs 1,059",Dairy,true,500g
Brookside Cooking Cream,https://greenspoon.co.ke/product/brookside-cooking-cream/,https://greenspoon.co.ke/wp-content/uploads/2025/05/3J2A7435-2-720x480.jpg,KShs 219,Dairy,true,
Brookside Natural Maziwa Lala,https://greenspoon.co.ke/product/brookside-natural-maziwa-lala/,https://greenspoon.co.ke/wp-content/uploads/2024/06/Greenspoon-Brookside-maziwa-lala-natural-1-of-1-720x480.jpg,KShs 89,Dairy,true,
Fresh Raspberries – 125g,https://greenspoon.co.ke/product/fresh-raspberries-125g/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-Kenya-Raspberries-720x480.jpg,KShs 298,Fruit &amp; Veg,true,125g
VP Foods Strawberries – 200g,https://greenspoon.co.ke/product/vp-foods-strawberries-200g/,https://greenspoon.co.ke/wp-content/uploads/2022/02/greenspoon-19-2-720x480.jpg,KShs 259,Fruit &amp; Veg,true,200g
Egyptian Oranges – Piece,https://greenspoon.co.ke/product/egyptian-oranges-pieces/,https://greenspoon.co.ke/wp-content/uploads/2019/01/Greenspoon-Egyptian-Oranges-720x480.jpg,KShs 79,Fruit &amp; Veg,true,Piece
Meru Sweet Banana – Bunch / Approx. 12 Pieces,https://greenspoon.co.ke/product/sweet-banana-bunch-approx-12-pieces/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-Kwik-Basket-Sweet-Banana-720x480.jpg,KShs 219,Fruit &amp; Veg,true,Bunch / Approx. 12 Pieces
Meru Banana Bunch – Approx. 0.8Kg – 1.2Kg,https://greenspoon.co.ke/product/banana-bunch/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-228-720x480.jpg,KShs 149,Fruit &amp; Veg,true,Approx. 0.8Kg – 1.2Kg
Keitt Ripe &amp; Ready Mangoes – 1Kg,https://greenspoon.co.ke/product/keitt-ripe-ready-mangoes-1kg/,https://greenspoon.co.ke/wp-content/uploads/2024/12/greenspoon-keiit-2-of-1-720x480.jpg,KShs 189,Fruit &amp; Veg,true,1Kg
Kibwezi Apple Mango – 1 Piece,https://greenspoon.co.ke/product/apple-mango-1kg-approx-1-piece/,https://greenspoon.co.ke/wp-content/uploads/2021/11/3J2A5576-2-720x480.jpg,KShs 69,Fruit &amp; Veg,true,1 Piece
Meru Organic Sweet Banana – Bunch/ Approx. 12 Pieces,https://greenspoon.co.ke/product/organic-sweet-bananas-bunch/,https://greenspoon.co.ke/wp-content/uploads/2022/03/Greenspoon-Kenya-Sweet-Banana-720x480.jpg,KShs 259,Fruit &amp; Veg,true,Bunch/ Approx. 12 Pieces
Kilimohai Organic Blackberries (KOAN) – 125g,https://greenspoon.co.ke/product/blackberries-125g/,https://greenspoon.co.ke/wp-content/uploads/2022/04/Greenspoon-Blackberries-720x480.jpg,KShs 498,Fruit &amp; Veg,true,125g
Machakos Pixie Oranges – 1Kg,https://greenspoon.co.ke/product/pixie-oranges-1kg/,https://greenspoon.co.ke/wp-content/uploads/2023/12/3J2A7103-720x480.jpg,KShs 298,Fruit &amp; Veg,true,1Kg
Organic Rough Lemons – 500g,https://greenspoon.co.ke/product/organic-rough-lemons/,https://greenspoon.co.ke/wp-content/uploads/2022/04/Greenspoon-Kenya-organic-rough-lemons-720x480.jpg,KShs 169,Fruit &amp; Veg,true,500g
Egyptian Tangerine – 1 Piece (Approx. 140g),https://greenspoon.co.ke/product/egyptian-tangerine-per-piece/,https://greenspoon.co.ke/wp-content/uploads/2022/02/greenspoon_Egytian_tangerine-0360-720x480.jpg,KShs 119,Fruit &amp; Veg,true,1 Piece (Approx. 140g)
Berryshed Everyday Strawberries – 250g,https://greenspoon.co.ke/product/berryshed-everyday-strawberries-250g/,https://greenspoon.co.ke/wp-content/uploads/2024/11/GREENSPOON-theberryshed-punnet-strawberries-720x480.jpg,KShs 298,Fruit &amp; Veg,true,250g
Kilimohai Organic Black Passion – 500g / Approx. 8 Pieces,https://greenspoon.co.ke/product/black-passion-500g-approx-8pcs/,https://greenspoon.co.ke/wp-content/uploads/2023/05/Greenspoon-Kenya-Sylivia-Basket-Black-Passion-1Kg-2-720x480.jpg,KShs 229,Fruit &amp; Veg,true,500g / Approx. 8 Pieces
Makueni Pawpaw (Semi-Ripe),https://greenspoon.co.ke/product/pawpaw/,https://greenspoon.co.ke/wp-content/uploads/2019/01/Greenspoon-Magadi-Pawpaw-720x480.jpg,KShs 259,Fruit &amp; Veg,true,Ripe)
Garissa Green Lime – 250g,https://greenspoon.co.ke/product/green-lime-250g-approx-8pcs/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-Green-Lime-Kwik-Basket-720x480.jpg,KShs 69,Fruit &amp; Veg,true,250g
South Africa Blush Pears – Pack Of 6,https://greenspoon.co.ke/product/pears-pack-of-7/,https://greenspoon.co.ke/wp-content/uploads/2022/05/Greenspoon-Imported-Blush-Pear-South-Africa-720x480.jpg,KShs 739,Fruit &amp; Veg,true,Pack Of 6
Kirinyaga Whole Watermelon,https://greenspoon.co.ke/product/whole-watermelon/,https://greenspoon.co.ke/wp-content/uploads/2021/11/3J2A8850-2-720x480.jpg,KShs 529,Fruit &amp; Veg,true,
South Africa Green Grapes – 500g Punnet,https://greenspoon.co.ke/product/south-africa-green-grapes-500g-punnet/,https://greenspoon.co.ke/wp-content/uploads/2022/03/Greenspoon-south-african-grapess-2-of-1-720x480.jpg,KShs 579,Fruit &amp; Veg,true,500g Punnet
Organic Watermelon,https://greenspoon.co.ke/product/organic-watermelon/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-Watermelon-Kwik-Basket-720x480.jpg,KShs 819,Fruit &amp; Veg,true,
Fresh Blackberries – 125g,https://greenspoon.co.ke/product/fresh-blackberries-200g/,https://greenspoon.co.ke/wp-content/uploads/2021/09/greenspoon-21-2-720x480.jpg,KShs 339,Fruit &amp; Veg,true,125g
Italy Kiwis,https://greenspoon.co.ke/product/kiwis-pack-of-6/,https://greenspoon.co.ke/wp-content/uploads/2022/03/Greenspoon-Kenya-Kiwis-720x480.jpg,"KShs 1,379",Fruit &amp; Veg,true,
Red Dragon Fruit – 1 Piece,https://greenspoon.co.ke/product/red-dragon-fruit-1-per-pc/,https://greenspoon.co.ke/wp-content/uploads/2022/04/GREENSPOON-Fram-fresh-dragon-fruit-9816-720x480.jpg,KShs 398,Fruit &amp; Veg,true,1 Piece
Organic Pawpaws / Papaya – Piece Approx. 1kg (Semi-Ripe),https://greenspoon.co.ke/product/organic-pawpaws-papaya-per-piece-approx-1-5kg/,https://greenspoon.co.ke/wp-content/uploads/2019/01/Greenspoon-Magadi-Pawpaw-720x480.jpg,KShs 379,Fruit &amp; Veg,true,Piece Approx. 1kg (Semi-Ripe)
Wambugu Organic Local Apples – 500g,https://greenspoon.co.ke/product/wambugu-organic-local-apples-500g/,https://greenspoon.co.ke/wp-content/uploads/2023/07/Greenspoon-Kenya-Wambugu-Organic-Local-Apples-500g-720x480.jpg,KShs 279,Fruit &amp; Veg,true,500g
Farm Fresh (AAA) Strawberries – 125g,https://greenspoon.co.ke/product/farm-fresh-aaa-strawberries-125g/,https://greenspoon.co.ke/wp-content/uploads/2025/07/greenspoon-7-2-720x480.jpg,KShs 219,Fruit &amp; Veg,true,125g
South Africa Imported Green Pears – Piece,https://greenspoon.co.ke/product/imported-green-pears-piece/,https://greenspoon.co.ke/wp-content/uploads/2022/03/Greenspoon-Kenya-South-Africa-Imported-Green-Pears-Piece-720x480.jpg,KShs 119,Fruit &amp; Veg,true,Piece
Egypt Grapefruit – Piece,https://greenspoon.co.ke/product/grapefruit-imported/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-Kenya-Grapefruit.jpg,KShs 289,Fruit &amp; Veg,true,Piece
Makueni Sweet Melon – Approx.500g,https://greenspoon.co.ke/product/sweet-melon-cantaloupe-1kg/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-Sweet-Melon-Kwik-Basket-720x480.jpg,KShs 349,Fruit &amp; Veg,true,Approx.500g
South Africa Whole Pomegranate – Piece,https://greenspoon.co.ke/product/whole-pomegranate-piece/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-Kenya-Pomegranate-720x480.jpg,KShs 719,Fruit &amp; Veg,true,Piece
Kampala Pineapple – 1 Piece (Approx 2.5Kg),https://greenspoon.co.ke/product/kampala-pineapple-1-piece-approx-2-5kg/,https://greenspoon.co.ke/wp-content/uploads/2024/10/Screenshot-2024-10-24-123056-720x480.png,KShs 298,Fruit &amp; Veg,true,1 Piece (Approx 2.5Kg)
Sylvia Basket Organic Oranges – 1Kg,https://greenspoon.co.ke/product/sylvia-basket-organic-oranges-1kg/,https://greenspoon.co.ke/wp-content/uploads/2023/05/GREENSPOON-sylvia-basket-baby-organic-oragnges-1-of-1-720x480.jpg,KShs 179,Fruit &amp; Veg,true,1Kg
Kirinyaga Tree Tomato – 500g /Approx. 5 Pieces,https://greenspoon.co.ke/product/tree-tomato-1kg-approx-5pcs/,https://greenspoon.co.ke/wp-content/uploads/2021/11/GREENSPOON-Kirinyaga-tree-tomato-1-of-1-720x480.jpg,KShs 228,Fruit &amp; Veg,true,500g /Approx. 5 Pieces
Local Rough Lemons – 500g,https://greenspoon.co.ke/product/local-lemons-500g/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-Local-Lemon-Kwik-Basket-720x480.jpg,KShs 119,Fruit &amp; Veg,true,500g
Spheretaste Frozen Fruit Mixed Berries – 1Kg,https://greenspoon.co.ke/product/spheretaste-six-berries-fruit-concentrate-600g/,https://greenspoon.co.ke/wp-content/uploads/2023/08/greenspoon-frozen-mixed-beries-5260-720x480.jpg,"KShs 1,698",Fruit &amp; Veg,true,1Kg
Organic Gooseberries – 250g,https://greenspoon.co.ke/product/organic-gooseberries-250g/,https://greenspoon.co.ke/wp-content/uploads/2022/04/Greenspoon-Kenya-Gooseberries-1-720x480.jpg,KShs 219,Fruit &amp; Veg,true,250g
Sylvia Basket Organic Tommy Mango –  Per Piece,https://greenspoon.co.ke/product/sylvia-basket-organic-tommy-mango-per-pc/,https://greenspoon.co.ke/wp-content/uploads/2022/03/GREENSPOON-sylvia-basket-organic-tommy-mangoes-1-of-1-720x480.jpg,KShs 159,Fruit &amp; Veg,true,Per Piece
Spheretaste Frozen Fruit Mixed Berries – 250g,https://greenspoon.co.ke/product/spheretaste-frozen-berries-250g/,https://greenspoon.co.ke/wp-content/uploads/2023/03/Greenspoon-Kenya-Spheretaste-Mixed-berries-250g-720x480.jpg,KShs 498,Fruit &amp; Veg,true,250g
Loop Pet Food Adult Dog Food – Vegetable Galore Flavour,https://greenspoon.co.ke/product/loop-pet-food-adult-dog-food-vegetable-galore-flavour/,https://greenspoon.co.ke/wp-content/uploads/2025/02/3J2A4959-720x480.jpg,"KShs 2,798",Home &amp; Beauty,true,Vegetable Galore Flavour
Loop Pet Food Dog Treats With Immune Boosting Power – 250g,https://greenspoon.co.ke/product/loop-pet-food-dog-treats-with-immune-boosting-power-250g/,https://greenspoon.co.ke/wp-content/uploads/2025/03/3J2A4971-720x480.jpg,KShs 398,Pets,true,250g
TLC Premium Canine Dog Rice&nbsp;,https://greenspoon.co.ke/product/tlc-premium-canine-dog-rice/,https://greenspoon.co.ke/wp-content/uploads/2025/02/3J2A3611-720x480.jpg,KShs 719,Home &amp; Beauty,true,
Katango Fresh Beef &amp; Inscet Dog Food Topper – 750g,https://greenspoon.co.ke/product/katango-fresh-dog-food-750g/,https://greenspoon.co.ke/wp-content/uploads/2024/03/greenspoon-katango-beef-insects-1-of-1-720x480.jpg,KShs 929,Home &amp; Beauty,true,750g
Bonnie Adult Cat Food Chicken Flavour – 1.5Kg,https://greenspoon.co.ke/product/bonnie-adult-cat-food-chicken-flavour-1-5kg/,https://greenspoon.co.ke/wp-content/uploads/2022/09/Greenspoon-Bonnie-Chicken-Adult-Cat-Food-720x480.jpg,"KShs 1,959",Home &amp; Beauty,true,1.5Kg
"Loop Pet Food Apple &amp; Cinnamon, Adult",https://greenspoon.co.ke/product/loop-pet-food-apple-cinnamon-adult/,https://greenspoon.co.ke/wp-content/uploads/2024/03/GREENSPOON-loop-pet-food-apple-cinnamon-4.5kg-1-of-1.jpg,"KShs 2,459",Home &amp; Beauty,true,
Katango Dudu Bites – 500g,https://greenspoon.co.ke/product/katango-dudu-bites-1kg/,https://greenspoon.co.ke/wp-content/uploads/2023/02/greenspoon-dudu-bites-1-of-1-720x480.jpg,KShs 898,Home &amp; Beauty,true,500g
Reflex Adult Dog Food With Beef &amp; Rice – 3Kg,https://greenspoon.co.ke/product/reflex-adult-dog-food-with-beef-rice-3kg/,https://greenspoon.co.ke/wp-content/uploads/2023/04/Greenspoon-Kenya-Reflex-Adult-Dog-Food-with-Beef-amp-Rice-3kg-720x480.jpg,"KShs 3,829",Home &amp; Beauty,true,3Kg
Loop Pet Food Treats – 250g,https://greenspoon.co.ke/product/loop-pet-food-treats-250g/,https://greenspoon.co.ke/wp-content/uploads/2023/12/3J2A8768-720x480.jpg,KShs 419,Home &amp; Beauty,true,250g
Grounded Pet Shampoo,https://greenspoon.co.ke/product/grounded-pet-shampoo/,https://greenspoon.co.ke/wp-content/uploads/2020/11/greenspoon-Grounded-pet-shampoo-5924-720x480.jpg,KShs 849,Home &amp; Beauty,true,
Proline Bentonite Clumping Cat Litter – Odourless,https://greenspoon.co.ke/product/proline-bentonite-clumping-cat-litter-odourless/,https://greenspoon.co.ke/wp-content/uploads/2024/12/greenspoon-proline-2-of-1-720x480.jpg,"KShs 2,219",Home &amp; Beauty,true,Odourless
Waggy Small Breed Adult Dog Biscuits – 700g,https://greenspoon.co.ke/product/waggy-small-breed-adult-dog-biscuits-700g/,https://greenspoon.co.ke/wp-content/uploads/2022/10/Greenspoon-Kenya-Waggy-Small-Breed-Adult-Dog-Biscuits-720x480.jpg,KShs 919,Home &amp; Beauty,true,700g
Waggy Medium-Large Adult Dog Biscuits – 700g,https://greenspoon.co.ke/product/waggy-medium-large-adult-dog-biscuits-700g/,https://greenspoon.co.ke/wp-content/uploads/2022/10/Greenspoon-Kenya-Waggy-Medium-Large-Adult-Dog-Biscuits-720x480.jpg,KShs 919,Home &amp; Beauty,true,Large Adult Dog Biscuits – 700g
Josera Josicat Classic Cat Food – 650g,https://greenspoon.co.ke/product/josera-josicat-classic-cat-food-650g/,https://greenspoon.co.ke/wp-content/uploads/2025/08/3J2A1286-720x480.jpg,"KShs 1,079",Home &amp; Beauty,true,650g
Reflex Adult Dog Food With Salmon And Rice – 3Kg,https://greenspoon.co.ke/product/reflex-adult-dog-food-with-salmon-and-rice-3kg/,https://greenspoon.co.ke/wp-content/uploads/2022/09/Greenspoon-Reflex-Salmon-and-Rice-Flavour-Adult-Dog-Food-720x480.jpg,"KShs 3,329",Home &amp; Beauty,true,3Kg
Trendline Gourmet Adult Cat Food Gourmet – 1Kg,https://greenspoon.co.ke/product/reflex-adult-cat-food-gourmet-chicken-rice-2kg/,https://greenspoon.co.ke/wp-content/uploads/2024/10/greenspoon_trendline_adult_cat_food_tuvukulu_chicken-1207-720x480.jpg,"KShs 1,059",Home &amp; Beauty,true,1Kg
Josera Josicat Fish In Sauce Cat Food – 415g,https://greenspoon.co.ke/product/josera-josicat-fish-in-sauce-cat-food-415g/,https://greenspoon.co.ke/wp-content/uploads/2024/11/3J2A1298-720x480.jpg,KShs 329,Home &amp; Beauty,true,415g
Waggy Puppy Dog Biscuits – 700g,https://greenspoon.co.ke/product/waggy-puppy-dog-biscuits-700g/,https://greenspoon.co.ke/wp-content/uploads/2022/10/Greenspoon-Kenya-Waggy-Puppy-Dog-Biscuits-720x480.jpg,KShs 919,Home &amp; Beauty,true,700g
Bonnie Adult Cat Food Salmon Flavour – 1.5Kg,https://greenspoon.co.ke/product/bonnie-adult-cat-food-salmon-flavour-1-5kg/,https://greenspoon.co.ke/wp-content/uploads/2022/09/Greenspoon-Salmon-Adult-Cat-Food-Bonnie-720x480.jpg,"KShs 1,959",Home &amp; Beauty,true,1.5Kg
Katango Dudu Bites – 225g,https://greenspoon.co.ke/product/katango-dudu-bites-225g/,https://greenspoon.co.ke/wp-content/uploads/2024/07/3J2A8773-720x480.jpg,KShs 449,Home &amp; Beauty,true,225g
Waggy Senior Dog Biscuits – 700g,https://greenspoon.co.ke/product/waggy-senior-dog-biscuits-700g/,https://greenspoon.co.ke/wp-content/uploads/2022/10/Greenspoon-Kenya-Waggy-Senior-Dog-Biscuits-720x480.jpg,KShs 769,Home &amp; Beauty,true,700g
Bonnie Adult Cat Food Cocktail Beef – 1.5Kg,https://greenspoon.co.ke/product/bonnie-adult-cat-food-cocktail-beef-1-5kg/,https://greenspoon.co.ke/wp-content/uploads/2022/09/Greenspoon-Bonnie-Cocktail-Beef-Adult-Cat-Food-720x480.jpg,"KShs 1,979",Home &amp; Beauty,true,1.5Kg
Josera Senior Cat Food – 2Kg,https://greenspoon.co.ke/product/josera-senior-cat-food-2kg/,https://greenspoon.co.ke/wp-content/uploads/2024/11/3J2A1294-720x480.jpg,"KShs 3,839",Home &amp; Beauty,true,2Kg
Reflex Plus Premium Junior Dog Food With Lamb &amp; Rice – 3Kg,https://greenspoon.co.ke/product/reflex-plus-premium-junior-dog-food-with-lamb-rice-3kg/,https://greenspoon.co.ke/wp-content/uploads/2023/05/Greenspoon-Kenya-Reflex-Plus-Premium-Junior-Dog-Food-With-Lamb-Rice-3Kg-720x480.jpg,"KShs 4,298",Home &amp; Beauty,true,3Kg
Proline Adult Cat Food Fish – 1.2Kg,https://greenspoon.co.ke/product/proline-adult-cat-food-fish-1-5kg/,https://greenspoon.co.ke/wp-content/uploads/2023/03/greenspoon-proline-adult-f-1-of-1.jpg,"KShs 2,119",Home &amp; Beauty,true,1.2Kg
Reflex Sterilized Adult Cat Food Salmon &amp; Rice Flavour – 2Kg,https://greenspoon.co.ke/product/reflex-sterilized-adult-cat-food-salmon-rice-flavour-2kg/,https://greenspoon.co.ke/wp-content/uploads/2022/09/Greenspoon-Sterilised-Cat-Food-Salmon-and-Rice-Reflex-720x480.jpg,"KShs 3,189",Home &amp; Beauty,true,2Kg
Migliorcane Canned Dog Food With Chicken &amp; Turkey – 405g,https://greenspoon.co.ke/product/migliorcane-canned-dog-food-with-chicken-turkey-405g/,https://greenspoon.co.ke/wp-content/uploads/2024/10/greenspoon-miglior-cane-welness-system-bocconi-with-chicken-turkey-2-of-1-720x480.jpg,KShs 339,Home &amp; Beauty,true,405g
Trendline Adult Cat Food Chicken – 1Kg,https://greenspoon.co.ke/product/trendline-adult-cat-food-chicken-1kg/,https://greenspoon.co.ke/wp-content/uploads/2024/10/greenspoon_trendline_adult_cat_food_tuvukulu_chicken_yetiskin_kedi-1212-720x480.jpg,"KShs 1,219",Home &amp; Beauty,true,1Kg
Proline Bentonite Clumping Cat Litter – Marseille Soap Scent,https://greenspoon.co.ke/product/proline-bentonite-clumping-cat-litter-marseille-soap-scent/,https://greenspoon.co.ke/wp-content/uploads/2024/09/3J2A1035-720x480.jpg,"KShs 2,219",Home &amp; Beauty,true,Marseille Soap Scent
Proline Adult Cat Food Chicken – 1.2Kg,https://greenspoon.co.ke/product/proline-adult-cat-food-chicken-1-2kg/,https://greenspoon.co.ke/wp-content/uploads/2024/05/greenspoon-proline-adult-cat-food-chicken-1.2kg-1-of-1.jpg,"KShs 1,898",Home &amp; Beauty,true,1.2Kg
